standardized_smiles,odor_2,odor_3,odor_4,odor_5,odor_6,odor_7,odor_8,odor_9,odor_10,odor_11,odor_12,odor_13,odor_14,odor_15,odor_16,odor_17,odor_18,odor_19,odor_20,odor_21,odor_22,odor_23,odor_24,odor_25,odor_26,odor_27,odor_28
CC(O)CC(C)(C)c1ccccc1,Muguet,Green,Hyacinth,Floral,Lilac,,,,,,,,,,,,,,,,,,,,,,
CC(O)CCC1C(C)CCCC1(C)C,Woody,Leather,Floral,Violet,,,,,,,,,,,,,,,,,,,,,,,
CC(O)CCc1ccccc1,Peony,Floral,Foliage,Sweet,Heliotrope,Mimosa,,,,,,,,,,,,,,,,,,,,,
CC(O)CN,Fishy,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)COCC(C)O,Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)Cc1ccccc1,Rose,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
CC(O)c1ccccc1,Sweet (Medicinal),Sweet Organic Chemical,Earthy,Medicinal,Honey,Green,Strawberry,Moth Balls,Floral,Hyacinth,Gardenia,Almond,Fresh,Camphor,Sweet,Musty,Chemical,,,,,,,,,,
CC(OC=O)C1CCCC(C)(C)C1,Woody,Apple,Herbal,Fresh,Fruity,Sea,,,,,,,,,,,,,,,,,,,,,
CC(OC=O)c1ccccc1,Woody,Green,Floral,Gardenia,Mimosa,,,,,,,,,,,,,,,,,,,,,,
CC(S)C(=O)O,Savory,Roasted,Meaty,Sulphurous,Brown,,,,,,,,,,,,,,,,,,,,,,
CC(S)C(C)S,Meaty,Alliaceous,Sulphurous,Beefy,Coffee,,,,,,,,,,,,,,,,,,,,,,
CC(S)CCS,Nutty,Roasted,Onion,Meaty,Spices,Alliaceous,Garlic,Sulphurous,,,,,,,,,,,,,,,,,,,
CC(S)S,Savory,Roasted,Onion,Meaty,Cheese,Sulphurous,,,,,,,,,,,,,,,,,,,,,
CC(S)c1ccccc1,Sulphurous,Floral,Tropical,Meaty,,,,,,,,,,,,,,,,,,,,,,,
CC(S)c1cccs1,Strong,Mercaptan,,,,,,,,,,,,,,,,,,,,,,,,,
CC(c1ccccc1)C1OCCO1,Mushroom,Earthy,Fungal,Rhubarb,Green,Floral,Reseda,Gardenia,Musty,,,,,,,,,,,,,,,,,,
CC(c1ccccc1)N(C)C,Fishy,Ammonia,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C(=CCO)C2CCC1C2,Woody,Dry,Camphor,Sawdust,Patchouli,Minty,,,,,,,,,,,,,,,,,,,,,
CC1(C)C(=O)C2CCC1C2,Camphor,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2=CCCC(C)(C)C23CCC1C3,Woody,Incense,Amber,Dusty,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CC3OC3(C)C1C2,Green,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CC=C(C=O)C1C2,Woody,Spices,Cinnamyl,Citrus,Honey,Green,Cool,Terpenic,Pepper,Berry,Camphor,Limonene,Jammy,Sweet,Minty,Vanilla,Tonka,,,,,,,,,,
CC1(C)C2CC=C(CC=O)C1C2,Woody,Pine,Oily,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CC=C(CCC=O)C1C2,Nutty,Balsamic,Water,Pine,Aldehydic,Fresh,Natural,Clean,,,,,,,,,,,,,,,,,,,
CC1(C)C2CC=C(CCO)C1C2,Citrus,Balsamic,Pine,Herbal,Sweet,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CC=C(CO)C1C2,Sweet (Medicinal),Woody,Medicinal,Balsamic,Cool,Pine,Herbal,Berry,Camphor,Sweet,Vanilla,Minty,,,,,,,,,,,,,,,
CC1(C)C2CC=C(COC=O)C1C2,Woody,Pine,Oily,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CCC(C2)C1(C)O,Earthy,Menthol,Moldy,Camphor,Musty,Minty,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CCC(C3CCC(O)CC3)C1(C)C2,Balsamic,Woody,Clean,Sandalwood,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CCC1(C)C(C1CCC(O)CC1)C2,Woody,Balsamic,Sweet,Sandalwood,Clean,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CCC1(C)C(O)C2,Earthy,Woody,Balsamic,Moldy,Herbal,Pine,Camphor,Pepper,Minty,Coniferous,Musty,Vanilla,Sharp,,,,,,,,,,,,,,
CC1(C)C2CCC1(C)C(OC(=O)Cc1ccccc1)C2,Balsamic,Cypress,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2,Balsamic,Pine,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1O)C2,Woody,Balsamic,Green,Fresh,Orchid,Fir needle,,,,,,,,,,,,,,,,,,,,,
CC1(C)C2CCC1(C)C(OC=O)C2,Earthy,Woody,Medicinal,Balsamic,Green,Cool,Moldy,Herbal,Pine,Camphor,Musty,Minty,,,,,,,,,,,,,,,
CC1(C)C2CCC1C(C1CCCCC1O)C2,Woody,Creamy,Oily,Sweet,Sandalwood,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC(=O)C2OC2(C)C1=O,Tea,Camphor,Sweet,Tobacco,Sweet Tobacco,Minty,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,Earthy,Woody,Spices,Balsamic,Dusty,Musty,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC2C3CCCC(C)(C3O)C2C1,Earthy,Spices,Musty,Resin,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CC=CCCC=CCCC2OC21C,Woody,Dry,Amber,Patchouli,Cedar,Sweet,Sandalwood,Powdery,,,,,,,,,,,,,,,,,,,
CC1(C)CCCC(C)(O)C1=O,Sweet Tobacco,Tobacco,Herbal,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC12,Woody,Dry,Labdanum,Paper,Amber,Cedar,Tobacco,Aromatic,,,,,,,,,,,,,,,,,,,
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,Sweet,Tea,Woody,Dry,Green,Labdanum,Pine,Floral,Paper,Amber,Seedy,Cedar,Musk,,,,,,,,,,,,,,
CC1(C)CCCC2(C)C3CCC2(C)C(O)C31,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCCC2(C)OC(=O)C=C12,Apricot,Woody,Ripe,Berry,Fruity,Musk,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCCC2(O)C(C)(C)C3CCC12C3,Woody,Balsamic,Green,Patchouli,Fir needle,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCCC2=C1CC(C#N)CC2,Earthy,Marine,Citrus,Orris,Musty,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCCC2=C1CC(C=O)CC2,Muguet,Marine,Ozone,Balsamic,Floral,Clean,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCCC2C(=O)C3CCC21C3,Earthy,Woody,Tropical,Ozone,Fresh,Orris,Musty,,,,,,,,,,,,,,,,,,,,
CC1(C)COC(=O)C1O,Cotton candy,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)COC(C)(c2ccccc2)OC1,Woody,Camphor,Sweet,Sandalwood,Hawthorn,,,,,,,,,,,,,,,,,,,,,,
CC1(C)COC2(CCCCC2)OC1,Animal,Leather,Herbal,Thyme,Fresh,Sweet,Tobacco,Sweet Tobacco,,,,,,,,,,,,,,,,,,,
CC1(C)SC(C)(C)SC(C)(C)S1,Earthy,Grapefruit,Burnt,Meaty,Citrus,Blackberry,Green,Tropical,Cool,Berry,Sulphurous,Fruity,Catty,Musty,Minty,,,,,,,,,,,,
CC1(C2CCC3(C)OC3C2)CO1,Menthol,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C=O)CC(C)(C)C2CCCC=C21,Juniper,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(O)CC2CCC1(C)C2(C)C,Earthy,Moldy,Musty,,,,,,,,,,,,,,,,,,,,,,,,
CC1(O)CCC2C(=CCCC2(C)C)C1,Earthy,Animal,Natural,Amber,Weed,Musk,Sea,Old wood,Musty,,,,,,,,,,,,,,,,,,
CC1(O)CCC2CC1C2(C)C,Woody,Pine,Camphor,Incense,Fir needle,,,,,,,,,,,,,,,,,,,,,,
CC1(O)CCOC2(CCCCC2)C1,Rose,Tropical,Herbal,Camphor,Minty,,,,,,,,,,,,,,,,,,,,,,
CC1(O)CSC(C)(O)CS1,Savory,Onion,Meaty,Chicken,Herbal,Brothy,Sulphurous,Pork,Lamb,,,,,,,,,,,,,,,,,,
CC1(S)CCC2CC1C2(C)C,Woody,Grapefruit,Citrus,Tropical,Terpenic,Green,Cool,Buchu,Berry,Seedy,Sulphurous,,,,,,,,,,,,,,,,
CC12C=CC(CC1)C(C)(C)O2,Lemon,Minty,,,,,,,,,,,,,,,,,,,,,,,,,
CC12C=CCC1C1CCC3CC(O)CCC3(C)C1CC2,Natural,Animal,Musk,,,,,,,,,,,,,,,,,,,,,,,,
CC12CCC(C1)C(C)(C)C2=O,Earthy,Woody,Menthol,Terpenic,Balsamic,Cool,Pine,Herbal,Fresh,Camphor,Cedar,Sweet,Musty,Vanilla,,,,,,,,,,,,,
CC12CCC(C1)C(C)(C)C2O,Earthy,Dry,Woody,Green,Cool,Root,Pine,Herbal,Camphor,Lemon,Sweet,Minty,Eucalyptus,Musty,Clean,,,,,,,,,,,,
CC12CCC(C3(CCCC3)C1=O)C2(C)C,Vetiver,Woody,Herbal,Clary sage,,,,,,,,,,,,,,,,,,,,,,,
CC12CCC(CC1)C(C)(C)O2,Eucalyptus,Camphor,Herbal,Medicinal,,,,,,,,,,,,,,,,,,,,,,,
CC12CCC(CC1=O)C2(C)C,Woody,Ether,Menthol,Medicinal,Green,Cool,Fragrant,Herbal,Penetrating,Phenolic,Fresh,Camphor,Warm,Minty,,,,,,,,,,,,,
CC12CCC3(CCCC(C)(C)C3C1)OC2=O,Civet,Dry,Animal,Amber,Musk,,,,,,,,,,,,,,,,,,,,,,
CC12CCCC(C)(CC1)C2=NO,Herbal,Buchu,Leafy,Fresh,Fruity,Oily,Natural,Clean,,,,,,,,,,,,,,,,,,,
CC12CCCC(O)(C1)C1CC(C)(C)C1CC2,Earthy,Woody,Spices,Resin,Warm,Musty,,,,,,,,,,,,,,,,,,,,,
CC12CCCC(OC=O)(C1)C1CC(C)(C)C1CC2,Camphor,Woody,Spices,Pepper,,,,,,,,,,,,,,,,,,,,,,,
CC12CCCC3(CC1)C1(C)OC1CCC23C,Clothes,Laundered cloth,Dry,Musk,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(C)C2(C)CCC1(C)C(C)(C)C2(C)O,Camphor,Woody,Patchouli,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(C=CC(C)O)C(C)(C)CCC1,Woody,Tropical,Balsamic,Herbal,Floral,Berry,Fruity,Powdery,Sweet,Violet,,,,,,,,,,,,,,,,,
CC1=C(C=O)C(C)(C)CC=C1,Sweet (Medicinal),Rose,Woody,Metallic,Spices,Medicinal,Herbal,Phenolic,Fresh,Camphor,Sweet,Tobacco,Powdery,Sweet Tobacco,,,,,,,,,,,,,
CC1=C(C=O)C(C)(C)CCC1,Rose,Tropical,Hay,Green,Damascone,Herbal,Saffron,Fruity,Sweet,Minty,Tobacco,Clean,Sweet Tobacco,,,,,,,,,,,,,,
CC1=C(CC=O)C(C)(C)CCC1,Woody,Cool,Camphor,Fruity,Oily,Beefy,Weed,,,,,,,,,,,,,,,,,,,,
CC1=C(CCC(C)O)C(C)(C)CCC1,Woody,Floral,Amber,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=NO)C(C(C)C)CC1,Woody,Dry,Sawdust,Mahogany,Clean,,,,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)C(C(C)C)CC1,Minty,Leafy,Buchu,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)C(C)(C)C1,Caramel,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)C(C)C1C,Sweet,Spices,Burnt,Maple,Dairy,Milky,Bready,Caramel,Coffee,Licorice,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)C(C)O1,Savory,Burnt,Cotton candy,Strawberry,Fruity,Brown sugar,Sweet,Caramel,Brown,Pineapple,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)C(C)S1,Meaty,Bready,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)CC(C)(C)C1,Woody,Spices,Dry,Nutty,Phenolic,Tobacco,Powdery,Clean,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)CC1,Woody,Maple,Sugar,Seedy,Caramel,Coffee,,,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)CC1C,Caramel,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)CO1,Burnt,Cotton candy,Sugar,Sweet,Caramel,Bready,,,,,,,,,,,,,,,,,,,,,
CC1=C(O)C(=O)OC1C,Earthy,Nutty,Maple,Cotton candy,Green,Sweet,Coffee,Spices,Sugar,Caramel,Sweet Tobacco,Musty,Burnt,Tobacco,Meaty,Celery,Seedy,Brown sugar,Winey,,,,,,,,
CC1=C(S)CCO1,Sulphurous,Savory,Roasted,Meaty,,,,,,,,,,,,,,,,,,,,,,,
CC1=C2CC(C(C)(C)O)CCC2(C)CCC1,Waxy,Woody,Floral,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CC1=C2CCC(C)C2CC(C(C)(C)O)CC1,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C2CCC(C)C=C2OC1=O,Sweet,Hay,Tonka,Lactonic,,,,,,,,,,,,,,,,,,,,,,,
CC1=C2CCC(C)CC2OC1=O,Spearmint,Creamy,Sweet,Tobacco,Sweet Tobacco,Powdery,Tonka,,,,,,,,,,,,,,,,,,,,
CC1=CC(=O)C(=C(C)C)CC1,Minty,Phenolic,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(=O)C(C(C)C)CC1,Sweet (Medicinal),Menthol,Medicinal,Herbal,Pungent,Fresh,Camphor,Fruity,Harsh,Sweet,Strong,Minty,Peppermint,,,,,,,,,,,,,,
CC1=CC(=O)C(C)O1,Caramel,Estery,Fruity,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(=O)C2(C(C)C)CC12,Minty,Pungent,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(=O)C2CC1C2(C)C,Spices,Menthol,Celery,Camphor,Vanilla,Minty,,,,,,,,,,,,,,,,,,,,,
CC1=CC(=O)CC(C)(C)C1,Earthy,Nutty,Green,Herbal,Vegetable,Sweet,Woody,Moldy,Camphor,Sweet Tobacco,Musty,Citrus,Leather,Berry,Waxy,Fruity,Tobacco,"Grassy(Green, Sharp)",Cool,Cedarwood,Winey,Sharp,,,,,
CC1=CC(=O)CC(C)(C)C1=O,Tea,Earthy,Woody,Citrus,Moldy,Leafy,Lemon,Sweet,Tobacco,Brown,Musty,Sweet Tobacco,,,,,,,,,,,,,,,
CC1=CC(=O)CC(C)(C)C1C=CC(C)O,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(=O)CC1,Fruity,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(=O)CCC1,Sweet (Medicinal),Nutty,Medicinal,Walnut,Cherry,Phenolic,Almond,Fruity,Benzoin,Sweet,Caramel,,,,,,,,,,,,,,,,
CC1=CC(C)(C)C=C(C)C1=O,Woody,Hay,Green,Warm,Sweet,Natural,Minty,,,,,,,,,,,,,,,,,,,,
CC1=CC(C)C(C(=O)C(C)(C)C)CC1,Chrysanthemum,Grapefruit,Herbal,Floral,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(C)C(C)C(C=O)C1,Chrysanthemum,Green,Herbal,Leafy,Fresh,Clean,,,,,,,,,,,,,,,,,,,,,
CC1=CC(C)C(C=O)CC1,Cortex,Green,Aldehydic,Floral,Leafy,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(C)C(CO)C(C)C1,Woody,Spices,Green,Carnation,Herbal,Floral,,,,,,,,,,,,,,,,,,,,,
CC1=CC(C)C(CO)CC1,Green,Herbal,Floral,Gardenia,Fresh,Minty,,,,,,,,,,,,,,,,,,,,,
CC1=CC(C)CC(C#N)C1,Tobacco,Tonka,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(C)CC(C=O)C1,Green,Aldehydic,Leafy,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(C)CC(CO)C1,Green,Herbal,Floral,Gardenia,Fresh,Minty,,,,,,,,,,,,,,,,,,,,,
CC1=CC(O)C(C(C)C)CC1,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(O)C2CC1C2(C)C,Ozone,Balsamic,Pine,Herbal,Fresh,,,,,,,,,,,,,,,,,,,,,,
CC1=CC(S)CS1,Meaty,Rubbery,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2(C=CC(C)O2)C(C(C)C)CC1,Fruity,Tropical,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2=CC(=O)CCC2CC1,Toasty,Fruity,Tonka,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2C(=C(C)CCC2C(C)C)CC1,Woody,Dry,Medicinal,Thyme,Herbal,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2C(=CC1O)C(C)CCC2C(C)C,Woody,Spices,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2C(C#N)CC1CC2C(C)C,Green,Woody,Ozone,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,Earthy,Woody,Spices,Honey,Balsamic,Herbal,Musty,,,,,,,,,,,,,,,,,,,,
CC1=CC2C(C(C)C)CCC(C)C2(O)CC1,Tea,Spices,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2C(C=O)CC1CC2C(C)C,Green,Metallic,Aldehydic,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2C(CC1)C(C)=CCC2C(C)C,Woody,Dry,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2C(CCC(C)=CCC1)C2(C)C,Green,Weed,Woody,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2CC(C3OCCO3)C1CC2C(C)C,Rose,Privet,Woody,Cortex,Green,Floral,Milky,,,,,,,,,,,,,,,,,,,,
CC1=CC2CC(C=O)C1CC2C(C)C,Spices,Grassy,Green,Fresh,Oily,"Grassy(Green, Sharp)",,,,,,,,,,,,,,,,,,,,,
CC1=CC2OC(=O)C(C)C2CC1,Dill,Woody,Spices,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2OCC(C)=C2CC1,Floral,Minty,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC2OCC(C)C2CC1,Dill,Herbal,Floral,Minty,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=C(C(C)C)CC1,Sweet (Medicinal),Woody,Spices,Citrus,Medicinal,Terpenic,Green,Pepper,Thyme,Berry,Camphor,Lemon,Juicy,Sweet,,,,,,,,,,,,,
CC1=CC=CC(C)(C)C12CC(=O)C(C)O2,Woody,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=CC(C)(C)CC1=O,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CC=CCC1,Citrus,Truffle,Fruity,Limonene,Lemon,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(=C(C)C)CC1,Woody,Citrus,Pine,Plastic,Herbal,Fresh,Lemon,Sweet,,,,,,,,,,,,,,,,,,,
CC1=CCC(=C(C)C)CCC(C)=CCC1,Earthy,Woody,Spices,Musty,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(=C(C)CCC=O)CC1,Lily of the valley,Floral,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(=O)O1,Nutty,Sweet Solvent,Oily,Sweet,Solvent,Tobacco,Tonka,Sweet Tobacco,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(=O)O)CC1,Sweaty,Cucumber,Leather,Castoreum,Cumin,Cedar,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)(C)O)CC1,Woody,Citrus,Terpenic,Cool,Pine,Floral,Anisic,Limonene,Oily,Lemon,Minty,Resin,Lilac,,,,,,,,,,,,,,
CC1=CCC(C(C)(C)OC(=O)C(C)C)CC1,Spices,Lavender,Green,Floral,Herbal,Bergamot,Fruity,Pepper,Refreshing,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)(C)OC(=O)C=Cc2ccccc2)CC1,Balsamic,Sweet,Nutmeg,Winey,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)(C)OC(=O)CC(C)C)CC1,Citrus,Balsamic,Pine,Sweet,Incense,Orange,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)(C)OC(=O)c2ccccc2)CC1,Woody,Balsamic,Floral,Ylang,Cypress,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)(C)OC(=O)c2ccccc2N)CC1,Lily,Orange Blossom,Floral,Neroli,Fruity,Orange,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)(C)OC=O)CC1,Woody,Lavender,Citrus,Herbal,Floral,Fruity,Cypress,Sweet,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)(C)S)CC1,Woody,Onion,Grapefruit,Citrus,Tropical,Moth Balls,Alliaceous,Garlic,Sulphurous,Aromatic,Resin,,,,,,,,,,,,,,,,
CC1=CCC(C(C)C)=CC1,Gasoline,Woody,Citrus,Tropical,Terpenic,Turpentine,Herbal,Limonene,Oily,Lemon,Sweet,,,,,,,,,,,,,,,,
CC1=CCC(C(C)C)C=C1,Woody,Spices,Citrus,Medicinal,Terpenic,Green,Turpentine,Herbal,Chilli,Black Pepper,Minty,,,,,,,,,,,,,,,,
CC1=CCC(C(C)C)CC1=O,Minty,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)C)c2cc(C)ccc21,Woody,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)C=O)CC1,Spices,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)CC2CCCC2=O)CC1,Apricot,Tropical,Waxy,Fruity,Oily,Peach,Lactonic,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)CC=O)CC1,Green,Aldehydic,Herbal,Citrus,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)CCO)CC1,Rose,Citrus,Herbal,Fresh,Warm,Sweet,Clean,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C(C)CO)CC1,Fruity,Herbal,Mild,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C)C(C)C12C=CC(C)O2,Fruity,Berry,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C)C(C=O)C1,Citrus,Cortex,Green,Aldehydic,Herbal,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C2(C)CO2)CC1,Fresh,Citrus,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C=CC(C)(C)C(C)O)C1(C)C,Woody,Herbal,Tropical,Sandalwood,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(C=CC(C)C(C)O)C1(C)C,Woody,Sandalwood,Musk,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(CC#N)C1(C)C,Rose,Pine,Herbal,Hay,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(CCC(C)C(C)O)C1(C)C,Woody,Waxy,Creamy,Cedar,Sweet,Sandalwood,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(CCC(C)CO)C1(C)C,Woody,Nutty,Herbal,Waxy,Sandalwood,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(CCO)C1(C)C,Camphor,Berry,Sweet,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC(O)(C(C)C)CC1,Earthy,Woody,Grapefruit,Spices,Citrus,Menthol,Terpenic,Turpentine,Moldy,Herbal,Pepper,Dusty,Nutmeg,Fresh,Limonene,Lemon,Sweet,Musty,,,,,,,,,
CC1=CCC2(C(C)C)CC12,Green,Woody,Herbal,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC2(C)CCC(C(C)C)C2(O)CC1,Pleasant,Mild,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC23C(C)CCC(C(C)C)C2C13,Waxy,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC2C(C)=CCC(C(C)C)C2C1,Green,Woody,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC2C(C1)C2(C)C,Sweet (Medicinal),Woody,Citrus,Medicinal,Terpenic,Pine,Herbal,Phenolic,Sweet Solvent,Lemon,Cypress,Sweet,Solvent,Resin,,,,,,,,,,,,,
CC1=CCC2C3C(C(C)C)CCC2(C)C13,Woody,Spices,Honey,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC2CC1(O)C2(C)C,Earthy,Moldy,Musty,Dusty,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCC2CC1C2(C)C,Earthy,Woody,Resin,Cool,Turpentine,Terpenic,Pine,Herbal,Fresh,Camphor,Warm,Sweet,Minty,Aromatic,Musty,Sharp,,,,,,,,,,,
CC1=CCCC(C)(C)C1,Citrus,Terpenic,Herbal,Limonene,Lemon,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCC(C)(C)C12CCC(C)O2,Tea,Woody,Metallic,Spices,Green,Cool,Herbal,Leafy,Berry,Fresh,Camphor,Winey,Tobacco,Wet Air,Vanilla,Minty,,,,,,,,,,,
CC1=CCCC(C)(C)C1C(C)CCC=O,Woody,Animal,Leather,Orris,Tobacco,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCC(C)(C)C1C=CC(=O)C(C)C,Woody,Floral,Violet,Sweet,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCC(C)(C)C1C=CC(=O)CC(C)C,Earthy,Woody,Vetiver,Root,Musty,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCC(C)(C)C1C=CC(C)O,Woody,Tropical,Floral,Berry,Powdery,Sweet,Violet,,,,,,,,,,,,,,,,,,,,
CC1=CCCC(C)=CCC(C)(C)C=CC1,Woody,Spices,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCC(C)C12CCC(C(C)(C)O)C2,Woody,Spices,Pepper,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCC2(C)CCC(C(C)(C)O)CC12,Woody,Sweet,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCC2(C)OC2CC(C)(C)C=CC1,Herbal,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCC2(C)OC2CCC(C)=CCC1,Woody,Amber,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCCC1,Limonene,Citrus,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCCCCCCCCCCCCC1=O,Ketonic,Animal,Musk,,,,,,,,,,,,,,,,,,,,,,,,
CC1=CCOC(c2ccccc2)C1,Rose,Metallic,Green,Floral,Geranium,,,,,,,,,,,,,,,,,,,,,,
CC1=NC(C(C)C)SC1,Cocoa,Chocolate,Toasty,Sulphurous,Sweet,,,,,,,,,,,,,,,,,,,,,,
